0.00,-0.00,-0.00,0.11,-0.00,-9.78,317.90,464.70,403.00,-0.01,0.66,-162.21,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,2,0
-0.00,-0.00,-0.00,0.13,0.01,-9.76,317.90,466.40,401.80,-0.01,0.66,-162.21,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,3,0
0.00,-0.01,-0.00,0.11,0.01,-9.75,317.70,466.10,403.40,-0.01,0.66,-162.21,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,4,0
0.00,0.00,-0.00,0.12,0.01,-9.75,317.90,465.00,402.00,-0.01,0.66,-162.21,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,5,0
0.00,-0.00,0.00,0.12,0.01,-9.77,317.80,464.80,403.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,6,0
-0.00,0.00,-0.00,0.10,-0.04,-9.75,318.40,464.70,402.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,7,0
-0.00,0.00,-0.00,0.12,-0.02,-9.75,317.90,465.00,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,8,0
0.00,-0.00,0.00,0.09,0.01,-9.75,318.30,465.40,402.30,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,9,0
0.00,-0.00,-0.00,0.13,-0.02,-9.76,317.60,465.80,403.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,10,0
0.00,-0.00,-0.00,0.10,0.01,-9.77,318.30,465.20,401.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,11,0
0.00,-0.00,-0.00,0.11,0.03,-9.75,317.80,465.50,403.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,12,0
-0.00,0.00,0.00,0.10,-0.00,-9.76,318.50,463.90,402.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,13,0
-0.00,-0.00,0.00,0.12,-0.01,-9.76,317.90,465.50,402.80,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,14,0
-0.00,0.00,-0.00,0.11,0.01,-9.75,318.10,465.50,403.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,15,0
0.00,0.00,0.00,0.13,0.01,-9.76,318.60,464.90,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,108,16,0
-0.00,0.00,-0.00,0.12,-0.01,-9.76,317.70,465.30,403.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,17,0
0.00,0.00,-0.00,0.10,-0.00,-9.76,318.40,464.80,402.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,18,0
0.00,-0.00,-0.00,0.12,-0.02,-9.74,317.60,466.00,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,19,0
-0.01,-0.00,-0.00,0.11,-0.00,-9.75,318.20,465.30,402.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,112,20,0
-0.01,0.00,0.00,0.11,-0.00,-9.74,318.00,464.90,403.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,21,0
0.00,-0.00,0.00,0.10,0.01,-9.74,318.10,464.80,403.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,22,0
0.00,-0.00,0.00,0.09,0.01,-9.76,318.20,465.90,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,23,0
0.00,0.00,0.00,0.13,-0.00,-9.75,317.60,465.70,403.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,24,0
-0.00,0.00,-0.00,0.10,0.01,-9.77,317.70,465.10,402.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,25,0
0.00,-0.00,0.00,0.10,0.02,-9.77,317.60,465.40,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,26,0
-0.00,-0.00,0.00,0.10,0.02,-9.76,317.90,465.20,402.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,27,0
-0.00,0.00,0.00,0.11,-0.02,-9.76,317.20,465.10,403.30,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,28,0
-0.00,0.00,0.00,0.10,0.02,-9.75,318.60,465.30,402.30,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,29,0
0.00,-0.00,0.00,0.11,-0.00,-9.76,317.70,464.70,403.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,30,0
0.00,0.00,-0.00,0.09,0.02,-9.76,318.80,463.10,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,31,0
-0.00,0.00,-0.00,0.11,0.01,-9.75,317.90,464.20,403.50,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,32,0
0.00,0.00,-0.00,0.11,-0.01,-9.76,318.40,464.10,402.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,33,0
-0.00,0.00,0.00,0.12,-0.02,-9.76,317.70,465.60,403.50,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,34,0
0.00,-0.01,-0.00,0.13,0.02,-9.77,318.20,463.80,402.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,35,0
0.00,-0.00,-0.00,0.11,-0.00,-9.76,317.30,465.80,403.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,36,0
0.00,-0.00,0.00,0.12,-0.02,-9.76,317.90,465.70,403.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,37,0
-0.00,0.00,0.00,0.10,0.02,-9.75,318.40,465.20,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,38,0
-0.00,0.00,0.00,0.11,-0.00,-9.76,317.70,465.00,403.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,39,0
-0.00,0.00,0.00,0.09,-0.01,-9.77,318.00,464.80,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,40,0
-0.00,-0.00,-0.00,0.10,0.02,-9.75,317.90,464.30,402.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,41,0
-0.00,-0.00,-0.00,0.12,0.02,-9.77,317.90,464.50,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,42,0
-0.00,-0.00,-0.00,0.13,-0.01,-9.75,318.00,466.30,403.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,112,43,0
0.00,0.00,0.00,0.13,0.01,-9.77,318.20,465.60,402.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,108,44,0
-0.00,-0.00,0.00,0.11,-0.00,-9.77,317.90,465.10,402.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,45,0
-0.00,-0.00,0.00,0.11,-0.02,-9.76,317.70,464.10,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,46,0
-0.00,0.00,-0.00,0.11,-0.01,-9.76,318.30,465.50,401.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,47,0
-0.00,0.00,0.00,0.11,-0.01,-9.74,317.80,465.10,402.80,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,48,0
-0.00,0.00,0.00,0.11,0.01,-9.75,318.30,465.50,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,49,0
0.00,0.00,0.00,0.11,0.01,-9.74,317.90,465.30,403.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,108,50,0
0.00,0.00,0.00,0.13,-0.01,-9.77,318.40,464.50,401.90,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,51,0
0.00,0.00,0.00,0.09,-0.01,-9.74,317.30,466.70,403.50,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,52,0
0.00,-0.00,0.00,0.09,0.01,-9.75,318.40,465.20,401.90,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,53,0
-0.00,-0.00,0.00,0.11,-0.01,-9.77,317.50,465.40,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,54,0
0.00,-0.00,0.00,0.13,0.01,-9.75,318.20,464.70,401.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,55,0
-0.00,-0.00,-0.00,0.10,0.01,-9.73,317.50,464.50,403.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,56,0
0.00,-0.00,-0.00,0.12,0.01,-9.75,318.10,465.20,402.50,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,57,0
0.00,-0.00,0.00,0.13,0.01,-9.75,318.60,465.90,401.40,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,58,0
-0.00,0.00,-0.00,0.13,-0.00,-9.77,317.40,465.60,403.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,59,0
-0.00,-0.00,-0.00,0.11,-0.01,-9.75,318.70,465.40,401.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,112,60,0
-0.00,0.00,0.00,0.11,0.02,-9.76,317.50,466.00,402.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,61,0
-0.00,-0.00,0.00,0.09,0.02,-9.75,318.00,465.10,402.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,62,0
-0.00,-0.00,0.00,0.11,-0.01,-9.75,318.10,464.90,402.90,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,63,0
0.00,0.00,0.00,0.10,-0.00,-9.74,317.80,465.30,402.20,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,64,0
-0.00,-0.00,-0.00,0.13,-0.02,-9.74,317.60,464.80,402.30,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,112,65,0
-0.00,-0.00,-0.00,0.10,-0.00,-9.74,318.00,466.00,402.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,112,66,0
-0.00,0.00,-0.00,0.09,-0.02,-9.75,317.80,465.30,402.60,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,67,0
-0.00,-0.00,0.00,0.12,-0.00,-9.76,317.70,465.10,403.00,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,68,0
0.00,-0.00,0.00,0.13,0.01,-9.76,317.80,466.60,402.10,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,109,69,0
-0.00,-0.00,-0.00,0.13,0.01,-9.75,317.60,465.50,403.30,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,111,70,0
-0.00,0.00,-0.00,0.11,0.02,-9.75,318.00,464.50,401.70,-0.01,0.66,-162.20,0,0,0.000,0.000,0.000,0.00,0.00,0.00,110,71,0
