File Name,D:\我的库\desktop\81.txt
Start Date,29 五月 2016
Start Time,10:14:06

Sample #,X_GYRO (16 bit),Y_GYRO (16 bit),Z_GYRO (16  bit),X_ACCL (16  bit),Y_ACCL (16  bit),Z_ACCL (16  bit),X_MAGN (16 bit),Y_MAGN (16 bit),Z_MAGN (16 bit),ROLL _C23_OUT,PITCH_C31_OUT,YAW_C32_OUT
184,-0.0600,0.0000,-0.1200,-0.0048,-0.0152,0.9952,-29.5000,-253.5000,-203.8000,-0.8075,0.3955,154.9313
185,-0.0600,-0.0400,-0.1600,-0.0064,-0.0144,0.9944,-29.5000,-253.5000,-203.8000,-0.8075,0.3955,154.9313
186,0.1200,0.0600,-0.2400,-0.0056,-0.0144,0.9936,-29.5000,-253.5000,-203.8000,-0.8075,0.3955,154.9313
187,0.2400,0.1200,-0.2600,-0.0064,-0.0152,0.9936,-29.5000,-253.5000,-203.8000,-0.8075,0.3955,154.9313
188,0.1000,0.2000,-0.3400,-0.0080,-0.0160,0.9952,-29.5000,-253.5000,-203.8000,-0.8075,0.3955,154.9313
189,-0.0600,0.2400,-0.1200,-0.0064,-0.0152,0.9952,-29.5000,-253.5000,-203.8000,-0.8075,0.3955,154.9313
190,-0.1400,0.0000,-0.2000,-0.0040,-0.0152,0.9944,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
191,-0.0600,-0.1800,-0.1200,-0.0072,-0.0152,0.9960,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
192,-0.1200,-0.1000,-0.0400,-0.0064,-0.0144,0.9952,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
193,-0.2000,-0.4200,-0.0600,-0.0064,-0.0144,0.9944,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
194,-0.0800,0.1000,-0.3400,-0.0072,-0.0160,0.9960,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
195,-0.0200,0.0600,-0.1400,-0.0072,-0.0152,0.9960,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
196,0.0600,0.1800,-0.1000,-0.0048,-0.0160,0.9968,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
197,-0.0200,0.2000,-0.2800,-0.0064,-0.0152,0.9960,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9313
198,0.1400,0.2600,-0.2600,-0.0072,-0.0152,0.9960,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9258
199,-0.0200,0.0800,-0.1000,-0.0080,-0.0152,0.9944,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9258
200,0.0600,0.0800,-0.2200,-0.0064,-0.0128,0.9952,-29.2000,-253.7000,-205.0000,-0.8075,0.3955,154.9258
201,-0.1600,-0.0200,-0.1000,-0.0056,-0.0152,0.9976,-29.2000,-253.8000,-204.6000,-0.8075,0.3955,154.9258
202,-0.1200,-0.1000,-0.2200,-0.0064,-0.0128,0.9968,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
203,0.1000,0.1000,-0.0400,-0.0064,-0.0128,0.9944,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
204,0.1800,-0.0600,-0.1000,-0.0064,-0.0120,0.9960,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
205,0.1800,0.0000,-0.3000,-0.0056,-0.0136,0.9960,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
206,0.0800,0.0800,-0.2200,-0.0072,-0.0136,0.9960,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
207,-0.0200,-0.1000,-0.1800,-0.0072,-0.0128,0.9936,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
208,0.0000,0.0600,-0.2000,-0.0088,-0.0136,0.9960,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
209,0.2000,0.0000,-0.1800,-0.0072,-0.0128,0.9928,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
210,-0.0400,-0.0800,-0.2200,-0.0056,-0.0128,0.9960,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
211,-0.1200,0.2800,-0.3000,-0.0072,-0.0136,0.9960,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
212,-0.0600,0.1200,-0.2600,-0.0048,-0.0136,0.9984,-29.3000,-253.9000,-204.3000,-0.8075,0.3955,154.9258
213,0.1200,-0.0800,-0.1800,-0.0064,-0.0144,0.9968,-29.2000,-253.5000,-204.3000,-0.8075,0.3955,154.9258
214,-0.0800,-0.1400,-0.2000,-0.0056,-0.0136,0.9960,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
215,0.0800,-0.1600,-0.1600,-0.0048,-0.0136,0.9952,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
216,0.1000,-0.0800,-0.0800,-0.0056,-0.0136,0.9944,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
217,-0.0800,-0.0600,-0.0800,-0.0072,-0.0120,0.9952,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
218,-0.0400,-0.1000,-0.3600,-0.0080,-0.0120,0.9928,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
219,-0.1800,-0.1000,-0.2400,-0.0080,-0.0128,0.9928,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
220,-0.1400,-0.0400,-0.2000,-0.0080,-0.0128,0.9920,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
221,-0.0600,0.0200,-0.1200,-0.0064,-0.0152,0.9944,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
222,0.1400,0.2800,-0.0400,-0.0064,-0.0152,0.9936,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
223,0.1400,-0.0200,-0.0400,-0.0056,-0.0152,0.9936,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
224,0.1200,-0.0200,0.0400,-0.0056,-0.0144,0.9912,-29.2000,-253.0000,-204.3000,-0.8075,0.3955,154.9258
225,-0.1600,-0.0400,-0.2200,-0.0064,-0.0144,0.9928,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9258
226,-0.1400,0.0200,-0.0600,-0.0080,-0.0136,0.9936,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9258
227,-0.0200,0.1400,-0.1800,-0.0088,-0.0128,0.9928,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
228,-0.0200,0.0600,-0.3600,-0.0080,-0.0152,0.9936,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
229,0.0600,-0.1000,-0.3000,-0.0072,-0.0160,0.9920,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
230,0.1400,-0.0200,-0.0200,-0.0080,-0.0160,0.9944,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
231,0.1600,0.1600,-0.1800,-0.0056,-0.0152,0.9936,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
232,0.1000,0.2000,-0.1000,-0.0072,-0.0144,0.9928,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
233,0.1200,-0.0200,-0.2200,-0.0064,-0.0136,0.9928,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
234,0.0000,0.1400,-0.1000,-0.0080,-0.0128,0.9952,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
235,-0.0400,0.1400,-0.2600,-0.0080,-0.0144,0.9944,-29.4000,-254.1000,-204.5000,-0.8075,0.3955,154.9204
236,0.0200,0.1800,-0.2800,-0.0080,-0.0168,0.9952,-29.4000,-254.1000,-204.5000,-0.8075,0.4010,154.9204
237,0.0600,-0.0400,-0.2200,-0.0088,-0.0152,0.9936,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
238,0.1400,0.0000,-0.0600,-0.0072,-0.0152,0.9936,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
239,0.0200,-0.0800,-0.3000,-0.0064,-0.0120,0.9928,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
240,-0.1800,0.1600,-0.1400,-0.0080,-0.0136,0.9952,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
241,-0.1600,0.0800,0.1400,-0.0072,-0.0152,0.9936,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
242,-0.0400,0.0200,0.0000,-0.0072,-0.0128,0.9920,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
243,0.0000,0.0800,-0.0600,-0.0040,-0.0152,0.9944,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
244,-0.0800,0.0600,-0.2000,-0.0048,-0.0128,0.9952,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
245,-0.0800,0.1400,-0.0400,-0.0064,-0.0152,0.9944,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
246,0.0800,0.2000,-0.0400,-0.0056,-0.0144,0.9936,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
247,-0.1400,-0.1000,-0.0400,-0.0040,-0.0112,0.9944,-28.7000,-253.5000,-204.5000,-0.8075,0.4010,154.9204
248,-0.1600,-0.1400,-0.1200,-0.0040,-0.0088,0.9936,-29.1000,-253.7000,-204.5000,-0.8075,0.3955,154.9204
249,-0.2000,-0.2600,-0.1000,-0.0048,-0.0120,0.9976,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
250,-0.0600,-0.1800,-0.2400,-0.0080,-0.0128,0.9968,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
251,-0.1800,-0.0400,0.0200,-0.0072,-0.0152,0.9952,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
252,-0.2400,-0.2600,0.1000,-0.0072,-0.0168,0.9968,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
253,0.0200,-0.2000,-0.0400,-0.0064,-0.0160,0.9960,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
254,0.1800,-0.0200,0.0000,-0.0072,-0.0160,0.9952,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
255,0.0400,0.1400,-0.2400,-0.0088,-0.0160,0.9944,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
256,-0.1400,0.1000,-0.1400,-0.0088,-0.0152,0.9968,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9204
257,0.0800,0.1200,-0.2000,-0.0104,-0.0128,0.9952,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9149
258,0.1800,-0.0400,-0.0800,-0.0080,-0.0136,0.9952,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9149
259,-0.0400,0.0400,-0.1800,-0.0072,-0.0168,0.9968,-29.6000,-253.8000,-204.4000,-0.8075,0.3955,154.9149
260,-0.1200,0.1600,-0.0600,-0.0064,-0.0128,0.9968,-29.2000,-254.0000,-204.2000,-0.8075,0.4010,154.9149
261,-0.0400,0.1400,-0.1000,-0.0064,-0.0152,0.9976,-28.9000,-254.2000,-204.0000,-0.8075,0.4010,154.9149
262,0.1400,0.1800,-0.0800,-0.0064,-0.0144,0.9968,-28.9000,-254.2000,-204.0000,-0.8075,0.4010,154.9149
263,0.0800,-0.0600,-0.3400,-0.0064,-0.0144,0.9952,-28.9000,-254.2000,-204.0000,-0.8075,0.4010,154.9149
264,-0.1000,-0.0800,-0.0200,-0.0056,-0.0112,0.9976,-28.9000,-254.2000,-204.0000,-0.8075,0.4010,154.9149
265,-0.0200,0.0600,-0.3200,-0.0064,-0.0152,0.9984,-28.9000,-254.2000,-204.0000,-0.8075,0.4010,154.9149
266,0.1000,-0.1200,-0.3600,-0.0064,-0.0160,0.9968,-28.9000,-254.2000,-204.0000,-0.8075,0.3955,154.9149
267,0.2200,0.1400,-0.1800,-0.0048,-0.0160,0.9928,-28.9000,-254.2000,-204.0000,-0.8075,0.3955,154.9149
268,0.0200,0.1600,-0.0200,-0.0048,-0.0128,0.9928,-28.9000,-254.2000,-204.0000,-0.8075,0.3955,154.9149
269,0.0000,0.0600,-0.3400,-0.0064,-0.0112,0.9912,-28.9000,-254.2000,-204.0000,-0.8075,0.3955,154.9149
270,-0.1200,0.1000,-0.2200,-0.0056,-0.0144,0.9928,-28.9000,-254.2000,-204.0000,-0.8075,0.3955,154.9149
271,0.1400,-0.0400,-0.2400,-0.0064,-0.0168,0.9944,-28.9000,-254.2000,-204.0000,-0.8075,0.3955,154.9149
272,0.1600,0.1000,-0.1200,-0.0048,-0.0136,0.9928,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
273,0.0800,0.0800,-0.0600,-0.0064,-0.0128,0.9936,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
274,-0.0200,-0.0200,0.1000,-0.0080,-0.0136,0.9920,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
275,0.1000,0.0400,0.0000,-0.0064,-0.0136,0.9960,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
276,0.0000,-0.1000,-0.0800,-0.0040,-0.0152,0.9984,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
277,-0.0400,-0.1200,0.0000,-0.0080,-0.0160,0.9976,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
278,0.1200,0.1000,-0.0400,-0.0072,-0.0152,0.9968,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
279,0.0800,-0.0200,-0.1200,-0.0064,-0.0120,0.9944,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
280,0.1800,-0.1000,-0.2200,-0.0064,-0.0120,0.9936,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
281,0.0600,-0.0400,-0.2800,-0.0064,-0.0144,0.9968,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
282,0.0600,-0.0200,-0.2800,-0.0072,-0.0120,0.9952,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
283,-0.1600,0.3000,-0.2800,-0.0072,-0.0136,0.9952,-29.5000,-254.8000,-204.5000,-0.8075,0.3955,154.9149
284,0.1600,0.3000,-0.3200,-0.0064,-0.0120,0.9920,-28.9000,-253.6000,-203.2000,-0.8075,0.4010,154.9149
285,-0.0600,0.0000,-0.0800,-0.0088,-0.0128,0.9936,-28.9000,-253.6000,-203.2000,-0.8075,0.4010,154.9149
286,-0.1000,-0.0800,-0.2800,-0.0072,-0.0152,0.9928,-28.9000,-253.6000,-203.2000,-0.8075,0.4010,154.9149
287,-0.1200,-0.1800,-0.2400,-0.0064,-0.0144,0.9960,-28.9000,-253.6000,-203.2000,-0.8075,0.3955,154.9094
288,-0.1200,-0.2800,-0.2200,-0.0064,-0.0152,0.9952,-28.9000,-253.6000,-203.2000,-0.8075,0.3955,154.9094
289,-0.1800,0.0400,-0.1800,-0.0088,-0.0136,0.9944,-28.9000,-253.6000,-203.2000,-0.8075,0.3955,154.9094
290,-0.1600,0.1800,-0.1800,-0.0072,-0.0128,0.9936,-28.9000,-253.6000,-203.2000,-0.8075,0.4010,154.9094
291,0.0400,-0.0800,-0.1600,-0.0072,-0.0136,0.9928,-28.9000,-253.6000,-203.2000,-0.8075,0.3955,154.9094
292,-0.0600,0.0800,-0.2200,-0.0072,-0.0136,0.9912,-28.9000,-253.6000,-203.2000,-0.8075,0.4010,154.9094
293,-0.1200,-0.0400,-0.0200,-0.0064,-0.0136,0.9944,-28.9000,-253.6000,-203.2000,-0.8075,0.3955,154.9094
294,0.0000,-0.0200,-0.2400,-0.0056,-0.0152,0.9944,-28.9000,-253.6000,-203.2000,-0.8075,0.3955,154.9094
295,0.0800,0.0400,-0.0400,-0.0056,-0.0144,0.9936,-29.1000,-253.5000,-204.0000,-0.8075,0.3955,154.9094
296,0.1600,0.2400,-0.1800,-0.0048,-0.0144,0.9920,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
297,0.0600,-0.1200,-0.1600,-0.0064,-0.0144,0.9936,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
298,-0.1800,-0.0400,-0.2400,-0.0072,-0.0152,0.9928,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
299,-0.0800,0.1000,-0.2600,-0.0072,-0.0144,0.9920,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
300,-0.0400,-0.1400,-0.2400,-0.0064,-0.0136,0.9936,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
301,-0.1800,0.2600,-0.3400,-0.0072,-0.0168,0.9944,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
302,0.0200,-0.0600,-0.2400,-0.0088,-0.0160,0.9928,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
303,0.0400,-0.1200,-0.3200,-0.0080,-0.0152,0.9928,-29.3000,-253.4000,-204.8000,-0.8075,0.3955,154.9094
304,0.2200,0.0800,-0.1600,-0.0064,-0.0144,0.9944,-29.3000,-253.4000,-204.8000,-0.8075,0.4010,154.9039
305,0.1600,0.1600,-0.0800,-0.0088,-0.0136,0.9944,-29.3000,-253.4000,-204.8000,-0.8075,0.4010,154.9039
306,0.0000,-0.1000,-0.1200,-0.0064,-0.0152,0.9952,-29.3000,-253.4000,-204.8000,-0.8075,0.4010,154.9039
307,0.1600,0.1000,-0.3200,-0.0064,-0.0136,0.9960,-29.3000,-253.1000,-204.4000,-0.8075,0.4010,154.9039
308,-0.0200,0.0200,-0.0200,-0.0040,-0.0128,0.9976,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
309,-0.1000,-0.1400,-0.2400,-0.0056,-0.0128,0.9968,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
310,-0.1000,-0.0400,-0.2000,-0.0072,-0.0120,0.9968,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
311,0.0600,-0.0400,-0.2400,-0.0064,-0.0136,0.9960,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
312,0.0000,-0.1000,-0.3200,-0.0080,-0.0144,0.9944,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
313,-0.1000,0.1000,-0.1000,-0.0072,-0.0136,0.9952,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
314,0.1400,-0.2200,-0.2200,-0.0056,-0.0144,0.9976,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
315,-0.1000,-0.3000,-0.3000,-0.0056,-0.0152,0.9952,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
316,0.0200,0.0000,-0.0600,-0.0072,-0.0144,0.9944,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
317,-0.2200,0.0800,-0.3600,-0.0064,-0.0144,0.9952,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
318,-0.0200,0.0600,-0.1400,-0.0048,-0.0144,0.9936,-29.4000,-252.8000,-204.0000,-0.8075,0.3955,154.9039
319,-0.0600,-0.0200,-0.2000,-0.0032,-0.0144,0.9944,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
320,0.0400,-0.2000,-0.1400,-0.0056,-0.0168,0.9960,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
321,-0.1000,0.0200,-0.1600,-0.0056,-0.0120,0.9936,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
322,-0.1000,-0.1000,-0.1600,-0.0048,-0.0144,0.9952,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
323,0.2000,0.1200,-0.2200,-0.0056,-0.0160,0.9952,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
324,0.3800,0.0600,-0.1400,-0.0064,-0.0152,0.9968,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
325,0.1200,0.1400,0.0400,-0.0080,-0.0160,0.9952,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
326,0.0400,-0.0600,-0.1200,-0.0056,-0.0152,0.9960,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
327,-0.2600,0.1400,-0.2400,-0.0064,-0.0136,0.9952,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
328,0.1000,0.0400,-0.1600,-0.0064,-0.0128,0.9952,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
329,0.0400,0.1200,0.0200,-0.0064,-0.0136,0.9960,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
330,-0.1200,-0.1800,-0.2800,-0.0072,-0.0128,0.9960,-29.7000,-255.5000,-204.0000,-0.8075,0.3955,154.9039
331,-0.0400,0.0800,-0.2600,-0.0064,-0.0152,0.9944,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
332,0.0000,-0.0200,-0.2000,-0.0080,-0.0144,0.9944,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
333,0.0400,0.0600,-0.1600,-0.0088,-0.0128,0.9952,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
334,0.0200,-0.0800,-0.1800,-0.0080,-0.0144,0.9960,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
335,-0.0800,-0.1200,-0.3600,-0.0080,-0.0136,0.9968,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
336,0.1800,-0.1200,-0.1200,-0.0072,-0.0144,0.9968,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
337,0.0200,-0.1400,-0.1400,-0.0064,-0.0160,0.9976,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
338,-0.0200,0.0600,-0.1800,-0.0088,-0.0152,0.9944,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
339,0.1400,0.1200,-0.2600,-0.0072,-0.0128,0.9952,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
340,-0.0400,0.0200,-0.2200,-0.0072,-0.0152,0.9944,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
341,0.0400,0.4000,-0.0800,-0.0056,-0.0144,0.9960,-30.0000,-254.3000,-204.3000,-0.8075,0.3955,154.9039
342,-0.0400,0.1200,-0.2200,-0.0048,-0.0128,0.9944,-29.5000,-254.3000,-204.2000,-0.8075,0.3955,154.8984
343,-0.0800,-0.1800,-0.2600,-0.0064,-0.0144,0.9928,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
344,0.0000,-0.2600,-0.1200,-0.0072,-0.0152,0.9936,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
345,-0.1400,0.0400,-0.2200,-0.0064,-0.0152,0.9952,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
346,-0.0600,0.0200,-0.0800,-0.0056,-0.0152,0.9952,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
347,-0.0400,0.0600,0.1000,-0.0064,-0.0152,0.9936,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
348,0.1400,0.1000,-0.0600,-0.0072,-0.0144,0.9928,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
349,0.1000,0.1000,-0.1600,-0.0072,-0.0144,0.9944,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
350,0.0000,0.1200,-0.1200,-0.0056,-0.0136,0.9936,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
351,0.0200,0.0000,-0.1400,-0.0056,-0.0136,0.9936,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
352,0.0600,0.1000,-0.2600,-0.0056,-0.0144,0.9944,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
353,0.0800,0.0400,-0.3000,-0.0088,-0.0136,0.9928,-29.1000,-254.3000,-204.0000,-0.8075,0.3955,154.8984
354,0.0800,-0.0200,-0.2600,-0.0080,-0.0152,0.9952,-29.4000,-253.9000,-204.6000,-0.8075,0.3955,154.8984
355,0.0600,0.0400,-0.1600,-0.0064,-0.0144,0.9944,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
356,-0.1600,0.2800,-0.2600,-0.0072,-0.0144,0.9928,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
357,0.0800,-0.1000,-0.1600,-0.0064,-0.0152,0.9952,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
358,0.2000,-0.1200,-0.1600,-0.0080,-0.0152,0.9960,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
359,-0.1000,0.2000,-0.0600,-0.0080,-0.0152,0.9976,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
360,0.0800,-0.0800,-0.2000,-0.0072,-0.0128,0.9968,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
361,-0.0600,-0.0400,-0.4000,-0.0072,-0.0152,0.9960,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
362,-0.0400,0.0000,-0.4400,-0.0080,-0.0160,0.9936,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
363,0.0000,0.0400,-0.3600,-0.0064,-0.0136,0.9944,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
364,-0.1000,0.2000,-0.3800,-0.0048,-0.0144,0.9968,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8984
365,0.1200,0.1200,-0.2400,-0.0056,-0.0120,0.9968,-29.8000,-253.6000,-205.2000,-0.8075,0.3955,154.8929
366,-0.0600,0.1200,-0.2400,-0.0048,-0.0136,0.9936,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8984
367,-0.0400,0.0400,-0.1400,-0.0048,-0.0152,0.9944,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
368,0.0000,-0.1000,-0.0800,-0.0040,-0.0136,0.9944,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
369,-0.1200,0.0200,-0.2800,-0.0056,-0.0144,0.9936,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
370,0.1800,-0.0200,0.0600,-0.0056,-0.0128,0.9928,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
371,0.0400,0.0200,-0.1600,-0.0056,-0.0152,0.9920,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
372,-0.0200,0.0800,0.0400,-0.0072,-0.0152,0.9928,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
373,-0.2000,0.0200,-0.2400,-0.0072,-0.0144,0.9928,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
374,0.0800,0.1200,-0.2200,-0.0064,-0.0160,0.9936,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
375,0.1200,0.1000,-0.2400,-0.0048,-0.0152,0.9928,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
376,0.1000,0.1400,-0.4600,-0.0064,-0.0160,0.9960,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
377,-0.1400,0.0400,0.0200,-0.0056,-0.0144,0.9976,-29.2000,-252.0000,-204.5000,-0.8075,0.3955,154.8929
378,-0.0400,-0.2200,-0.1000,-0.0056,-0.0120,0.9944,-29.8000,-254.5000,-205.1000,-0.8075,0.3955,154.8929
379,-0.1400,-0.0400,-0.1400,-0.0064,-0.0128,0.9944,-29.8000,-254.5000,-205.1000,-0.8075,0.3955,154.8929
380,-0.1600,-0.0400,0.0400,-0.0080,-0.0128,0.9952,-29.8000,-254.5000,-205.1000,-0.8075,0.3955,154.8929
