
+000.200,-000.250,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.200,-000.250,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.250,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.250,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.250,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.250,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.200,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.200,-000.050,-000.293,+000.947,+009.668,,249,-25,-413
+000.250,-000.150,-000.050,-000.261,+000.947,+009.668,,249,-25,-413
+000.250,-000.150,-000.050,-000.261,+000.947,+009.668,,249,-25,-413
+000.250,-000.150,-000.050,-000.261,+000.947,+009.668,,249,-25,-413
+000.250,-000.150,-000.050,-000.261,+000.947,+009.668,,250,-28,-415
+000.250,-000.100,-000.050,-000.261,+000.947,+009.668,,250,-28,-415
+000.250,-000.100,-000.050,-000.261,+000.947,+009.668,,250,-28,-415
+000.200,-000.100,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.200,-000.100,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.200,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.200,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.200,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.200,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.250,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.250,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.250,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.250,-000.050,-000.050,-000.293,+000.947,+009.668,,250,-28,-415
+000.300,-000.050,-000.100,-000.293,+000.947,+009.668,,250,-28,-415
+000.300,-000.050,-000.100,-000.293,+000.947,+009.668,,250,-28,-415
+000.350,-000.050,-000.100,-000.293,+000.947,+009.668,,250,-28,-415
+000.350,-000.050,-000.100,-000.293,+000.947,+009.668,,250,-29,-418
+000.350,-000.050,-000.150,-000.293,+000.947,+009.668,,250,-29,-418
+000.350,-000.050,-000.150,-000.293,+000.947,+009.668,,250,-29,-418
+000.350,-000.050,-000.200,-000.326,+000.947,+009.668,,250,-29,-418
+000.350,-000.050,-000.200,-000.326,+000.947,+009.668,,250,-29,-418
+000.350,-000.050,-000.200,-000.326,+000.947,+009.668,,250,-29,-418
+000.350,-000.050,-000.200,-000.326,+000.947,+009.668,,250,-29,-418
+000.350,+000.000,-000.250,-000.326,+000.947,+009.668,,250,-29,-418
+000.350,+000.000,-000.250,-000.326,+000.947,+009.668,,250,-29,-418
+000.300,+000.000,-000.250,-000.326,+000.947,+009.668,,250,-29,-418
+000.300,+000.000,-000.250,-000.326,+000.947,+009.668,,250,-29,-418
+000.300,+000.000,-000.300,-000.326,+000.947,+009.668,,250,-29,-418
+000.300,+000.000,-000.300,-000.326,+000.947,+009.668,,250,-29,-418
+000.250,+000.000,-000.350,-000.326,+000.947,+009.668,,250,-29,-418
+000.250,+000.000,-000.350,-000.326,+000.947,+009.668,,250,-29,-418
+000.250,+000.000,-000.400,-000.326,+000.947,+009.668,,250,-29,-418
+000.250,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
+000.200,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
+000.200,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
+000.200,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
+000.200,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
+000.200,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
+000.200,+000.000,-000.400,-000.326,+000.947,+009.668,,252,-29,-415
