-0.104720	-0.001047	0.002094	-1.615040	-0.352800	-7.103040	848.100000	612.300000	-124.300000	7.827759	-4.982300	-118.850098	-45.776190	-101.930152	-26.239634	-45.776190	-101.930152	-26.239634	2.743843	-1.234802	0.000000	4	26	1	2	11	0
-0.043633	0.060388	0.026878	-2.242240	-2.383360	-10.435040	848.100000	612.300000	-124.300000	7.822266	-4.982300	-118.844605	-45.776190	-101.930152	-26.239634	-45.753118	-101.951458	-26.243384	2.743843	-1.234802	0.000000	4	26	1	2	12	0
0.056898	-0.000000	0.045379	2.524480	4.186560	-11.548320	848.100000	612.300000	-124.300000	7.822266	-4.976807	-118.839112	-45.776190	-101.930152	-26.239634	-45.730045	-101.972764	-26.247134	2.743843	-1.234802	0.000000	4	26	1	2	13	0
0.219911	0.012566	0.026529	0.752640	-3.143840	-9.212000	848.100000	612.300000	-124.300000	7.844238	-4.965820	-118.839112	-45.776190	-101.930152	-26.239634	-45.706972	-101.994069	-26.250884	2.743843	-1.234802	0.000000	4	26	1	2	14	0
-0.143117	0.006283	0.031416	-0.290080	0.611520	-7.785120	568.800000	510.400000	746.600000	7.838745	-4.965820	-118.839112	-45.776190	-101.930152	-26.239634	-45.683899	-102.015375	-26.254634	2.743843	-1.234802	0.000000	4	26	1	2	15	0
-0.004887	0.081681	0.070162	-2.226560	-2.838080	-9.439360	568.800000	510.400000	746.600000	7.838745	-4.965820	-118.828126	-45.776190	-101.930152	-26.239634	-45.660826	-102.036681	-26.258384	2.743843	-1.234802	0.000000	4	26	1	2	16	0
-0.056200	0.156731	0.074700	1.128960	1.858080	-11.109280	568.800000	510.400000	746.600000	7.838745	-4.960327	-118.828126	-45.776190	-101.930152	-26.239634	-45.637753	-102.057987	-26.262134	2.743843	-1.234802	0.000000	4	26	1	2	17	0
-0.190241	0.037350	0.040492	0.274400	-1.270080	-6.185760	568.800000	510.400000	746.600000	7.849731	-4.949341	-118.817139	-45.776190	-101.930152	-26.239634	-45.614680	-102.079293	-26.265884	2.743843	-1.234802	0.000000	4	26	1	2	18	0
-0.061087	0.063530	0.008378	-1.379840	-1.622880	-9.447200	699.800000	32.700000	217.800000	7.756348	-4.757080	-118.729249	-45.591607	-102.100599	-26.269634	-45.591607	-102.100599	-26.269634	2.855757	-1.252460	0.000000	4	27	2	3	19	0
0.130551	0.090059	0.014312	3.363360	3.151680	-9.682400	699.800000	32.700000	217.800000	7.750855	-4.751587	-118.729249	-45.591607	-102.100599	-26.269634	-45.572178	-102.109570	-26.272265	2.855757	-1.252460	0.000000	4	27	2	3	20	0
-0.032812	0.021991	-0.007679	-0.721280	-3.253600	-7.965440	699.800000	32.700000	217.800000	7.767334	-4.746094	-118.729249	-45.591607	-102.100599	-26.269634	-45.552748	-102.118541	-26.274897	2.855757	-1.252460	0.000000	4	27	2	3	21	0
-0.223751	0.035954	-0.012915	-2.030560	-1.238720	-6.632640	699.800000	32.700000	217.800000	7.750855	-4.740601	-118.729249	-45.591607	-102.100599	-26.269634	-45.533318	-102.127512	-26.277529	2.911218	-1.241079	0.000000	4	27	2	4	22	0
-0.167203	0.083776	0.018151	-2.061920	-3.128160	-9.549120	850.800000	241.600000	-347.700000	7.745361	-4.740601	-118.729249	-45.591607	-102.100599	-26.269634	-45.513888	-102.136483	-26.280160	2.911218	-1.241079	0.000000	4	27	2	4	23	0
-0.124966	0.106116	0.029322	2.916480	3.747520	-8.788640	850.800000	241.600000	-347.700000	7.728882	-4.729614	-118.723756	-45.591607	-102.100599	-26.269634	-45.494458	-102.145454	-26.282792	2.911218	-1.241079	0.000000	4	27	2	4	24	0
-0.039794	-0.017453	0.009076	0.564480	-2.994880	-7.612640	850.800000	241.600000	-347.700000	7.728882	-4.724121	-118.723756	-45.591607	-102.100599	-26.269634	-45.475029	-102.154425	-26.285423	2.911218	-1.241079	0.000000	4	27	2	4	25	0
-0.375246	-0.026878	0.011519	-0.564480	-0.415520	-5.033280	850.800000	241.600000	-347.700000	7.706909	-4.729614	-118.723756	-45.591607	-102.100599	-26.269634	-45.455599	-102.163395	-26.288055	2.911218	-1.241079	0.000000	4	27	2	4	26	0
-0.217468	0.048869	0.045029	0.000000	-1.324960	-7.212800	850.800000	241.600000	-347.700000	7.679443	-4.729614	-118.718263	-45.591607	-102.100599	-26.269634	-45.436169	-102.172366	-26.290687	2.911218	-1.241079	0.000000	4	27	2	4	27	0
-0.177675	0.117635	0.052011	1.254400	4.186560	-9.917600	850.800000	241.600000	-347.700000	7.668457	-4.724121	-118.718263	-45.591607	-102.100599	-26.269634	-45.416739	-102.181337	-26.293318	2.911218	-1.241079	0.000000	4	27	2	4	28	0
0.099135	0.040492	0.016057	1.332800	-1.662080	-6.977600	850.800000	241.600000	-347.700000	7.668457	-4.718628	-118.712769	-45.591607	-102.100599	-26.269634	-45.397309	-102.190308	-26.295950	2.911218	-1.241079	0.000000	4	27	2	4	29	0
-0.201062	0.023736	-0.000698	0.023520	0.360640	-4.625600	633.300000	706.100000	548.700000	7.662964	-4.713135	-118.712769	-45.591607	-102.100599	-26.269634	-45.377880	-102.199279	-26.298581	2.911218	-1.241079	0.000000	4	27	2	4	30	0
0.003840	0.053407	0.012566	-2.124640	-0.282240	-6.381760	633.300000	706.100000	548.700000	7.657471	-4.713135	-118.712769	-45.591607	-102.100599	-26.269634	-45.358450	-102.208250	-26.301213	2.911218	-1.241079	0.000000	4	27	2	4	31	0
0.034558	-0.000000	0.120428	0.713440	1.732640	-9.282560	633.300000	706.100000	548.700000	7.657471	-4.707642	-118.712769	-45.591607	-102.100599	-26.269634	-45.339020	-102.217221	-26.303844	2.911218	-1.241079	0.000000	4	27	2	4	32	0
0.397237	-0.031416	0.007330	2.665600	-2.046240	-6.773760	633.300000	706.100000	548.600000	7.679443	-4.696655	-118.712769	-45.591607	-102.100599	-26.269634	-45.319590	-102.226192	-26.306476	2.911218	-1.241079	0.000000	4	27	2	4	33	0
-0.068417	-0.082030	0.004538	0.023520	-2.744000	-5.393920	633.300000	706.100000	548.700000	7.690430	-4.702148	-118.712769	-45.591607	-102.100599	-26.269634	-45.300160	-102.235163	-26.309108	2.911218	-1.241079	0.000000	4	27	2	4	34	0
-0.028274	-0.071558	0.015708	-1.897280	-1.074080	-5.825120	633.300000	706.100000	548.600000	7.684937	-4.707642	-118.712769	-45.591607	-102.100599	-26.269634	-45.280731	-102.244134	-26.311739	2.911218	-1.241079	0.000000	4	27	2	4	35	0
-0.028274	0.050265	0.049567	0.047040	0.517440	-9.933280	633.300000	706.100000	548.700000	7.684937	-4.713135	-118.707276	-45.591607	-102.100599	-26.269634	-45.261301	-102.253105	-26.314371	2.911218	-1.241079	0.000000	4	27	2	4	36	0
0.238412	0.001745	0.038397	3.057600	1.356320	-8.333920	633.300000	706.100000	548.700000	7.690430	-4.707642	-118.701783	-45.591607	-102.100599	-26.269634	-45.241871	-102.262076	-26.317002	2.911218	-1.241079	0.000000	4	27	2	4	37	0
-0.066323	-0.007330	0.021293	-2.375520	-1.740480	-10.474240	626.900000	140.900000	606.000000	7.597046	-4.702148	-118.569947	-45.222441	-102.271046	-26.319634	-45.222441	-102.271046	-26.319634	3.067885	-1.175992	-0.333333	4	27	3	5	38	0
0.194779	0.036652	0.014661	2.932160	2.500960	-11.124960	728.500000	33.700000	-101.200000	7.597046	-4.696655	-118.564454	-45.222441	-102.271046	-26.319634	-45.203011	-102.275532	-26.321213	3.110945	-1.182359	-0.333333	4	27	3	6	39	0
-0.097040	-0.039095	-0.012915	-0.392000	-2.877280	-7.604800	728.500000	33.700000	-101.200000	7.608032	-4.696655	-118.564454	-45.222441	-102.271046	-26.319634	-45.183582	-102.280017	-26.322792	3.110945	-1.182359	-0.333333	4	27	3	6	40	0
-0.187448	-0.037350	-0.017802	-1.905120	-0.697760	-7.330400	728.500000	33.700000	-101.200000	7.602539	-4.702148	-118.564454	-45.222441	-102.271046	-26.319634	-45.164152	-102.284503	-26.324371	3.110945	-1.182359	-0.333333	4	27	3	6	41	0
-0.008727	0.024086	0.016057	0.000000	-1.411200	-11.485600	728.500000	33.700000	-101.200000	7.597046	-4.702148	-118.564454	-45.222441	-102.271046	-26.319634	-45.144722	-102.288988	-26.325950	3.110945	-1.182359	-0.333333	4	27	3	6	42	0
0.154287	0.068068	0.010123	2.595040	2.406880	-10.427200	728.500000	33.700000	-101.200000	7.602539	-4.691162	-118.564454	-45.222441	-102.271046	-26.319634	-45.125292	-102.293474	-26.327529	3.110945	-1.182359	-0.333333	4	27	3	6	43	0
0.149051	-0.036652	-0.012915	0.392000	-2.548000	-10.254720	728.500000	33.700000	-101.200000	7.613525	-4.691162	-118.564454	-45.222441	-102.271046	-26.319634	-45.105862	-102.297959	-26.329108	3.110945	-1.182359	-0.333333	4	27	3	6	44	0
-0.152891	-0.044680	-0.003142	-0.940800	-1.293600	-6.993280	728.500000	33.700000	-101.200000	7.613525	-4.696655	-118.564454	-45.222441	-102.271046	-26.319634	-45.086433	-102.302445	-26.330686	3.110945	-1.182359	-0.333333	4	27	3	6	45	0
